i,t,m,j,Expenditure
1060100532129,2015-16,Tigray,Coffee,25
1060100532129,2015-16,Tigray,Field Pea,20
1060100532129,2015-16,Tigray,Kariya,3
1060100532129,2015-16,Tigray,Leafy Greens,7
1060100532129,2015-16,Tigray,Lentils,37
1060100532129,2015-16,Tigray,Oils,12
1060100532129,2015-16,Tigray,Onion,18
1060100532129,2015-16,Tigray,Salt,2
1060100532129,2015-16,Tigray,Sugar,5
1060100532129,2015-16,Tigray,Teff,136
1060100532129,2015-16,Tigray,Tomato,10
1060100532141,2015-16,Tigray,Banana,14
1060100532141,2015-16,Tigray,Beef,120
1060100532141,2015-16,Tigray,Berbere,31
1060100532141,2015-16,Tigray,Chick Pea,7
1060100532141,2015-16,Tigray,Coffee,25
1060100532141,2015-16,Tigray,Eggs,15
1060100532141,2015-16,Tigray,Field Pea,8
1060100532141,2015-16,Tigray,Horsebeans,7
1060100532141,2015-16,Tigray,Kariya,4
1060100532141,2015-16,Tigray,Leafy Greens,12
1060100532141,2015-16,Tigray,Lentils,40
1060100532141,2015-16,Tigray,Milk,18
1060100532141,2015-16,Tigray,Oils,25
1060100532141,2015-16,Tigray,Onion,14
1060100532141,2015-16,Tigray,Pasta/Macaroni,40
1060100532141,2015-16,Tigray,Potato,7
1060100532141,2015-16,Tigray,Poultry,140
1060100532141,2015-16,Tigray,Salt,2
1060100532141,2015-16,Tigray,Sugar,9
1060100532141,2015-16,Tigray,Teff,285
1060100532141,2015-16,Tigray,Tomato,8
1060100532153,2015-16,Tigray,Banana,26
1060100532153,2015-16,Tigray,Beef,60
1060100532153,2015-16,Tigray,Berbere,30
1060100532153,2015-16,Tigray,Chick Pea,16
1060100532153,2015-16,Tigray,Coffee,24
1060100532153,2015-16,Tigray,Field Pea,20
1060100532153,2015-16,Tigray,Kariya,5
1060100532153,2015-16,Tigray,Leafy Greens,6
1060100532153,2015-16,Tigray,Lentils,20
1060100532153,2015-16,Tigray,Milk,14
1060100532153,2015-16,Tigray,Oils,24
1060100532153,2015-16,Tigray,Onion,36
1060100532153,2015-16,Tigray,Orange,25
1060100532153,2015-16,Tigray,Other vegetable,16
1060100532153,2015-16,Tigray,Pasta/Macaroni,11
1060100532153,2015-16,Tigray,Salt,2
1060100532153,2015-16,Tigray,Sugar,5
1060100532153,2015-16,Tigray,Teff,216
1060100532153,2015-16,Tigray,Tomato,7
1060100532153,2015-16,Tigray,Wheat,79
1060100532165,2015-16,Tigray,Barley,100
1060100532165,2015-16,Tigray,Beef,110
1060100532165,2015-16,Tigray,Berbere,35
1060100532165,2015-16,Tigray,Chick Pea,50
1060100532165,2015-16,Tigray,Field Pea,50
1060100532165,2015-16,Tigray,Horsebeans,45
1060100532165,2015-16,Tigray,Kariya,8
1060100532165,2015-16,Tigray,Lentils,40
1060100532165,2015-16,Tigray,Maize,75
1060100532165,2015-16,Tigray,Milk,30
1060100532165,2015-16,Tigray,Oils,24
1060100532165,2015-16,Tigray,Onion,28
1060100532165,2015-16,Tigray,Potato,20
1060100532165,2015-16,Tigray,Salt,30
1060100532165,2015-16,Tigray,Sugar,2
1060100532165,2015-16,Tigray,Teff,285
1060100532165,2015-16,Tigray,Tomato,7
1060100532165,2015-16,Tigray,Wheat,80
1060100532177,2015-16,Tigray,Barley,84
1060100532177,2015-16,Tigray,Beef,110
1060100532177,2015-16,Tigray,Berbere,30
1060100532177,2015-16,Tigray,Chick Pea,12
1060100532177,2015-16,Tigray,Coffee,25
1060100532177,2015-16,Tigray,Field Pea,24
1060100532177,2015-16,Tigray,Horsebeans,23
1060100532177,2015-16,Tigray,Kariya,6
1060100532177,2015-16,Tigray,Lentils,45
1060100532177,2015-16,Tigray,Maize,35
1060100532177,2015-16,Tigray,Milk,30
1060100532177,2015-16,Tigray,Oils,27
1060100532177,2015-16,Tigray,Onion,18
1060100532177,2015-16,Tigray,Pasta/Macaroni,20
1060100532177,2015-16,Tigray,Potato,9
1060100532177,2015-16,Tigray,Salt,2
1060100532177,2015-16,Tigray,Sugar,18
1060100532177,2015-16,Tigray,Teff,306
1060100532177,2015-16,Tigray,Tomato,20
1060100532177,2015-16,Tigray,Wheat,88
1060103701003,2015-16,Tigray,Banana,7
1060103701003,2015-16,Tigray,Beef,45
1060103701003,2015-16,Tigray,Berbere,20
1060103701003,2015-16,Tigray,Coffee,20
1060103701003,2015-16,Tigray,Ground nuts,7
1060103701003,2015-16,Tigray,Kariya,7
1060103701003,2015-16,Tigray,Leafy Greens,15
1060103701003,2015-16,Tigray,Lentils,20
1060103701003,2015-16,Tigray,Milk,15
1060103701003,2015-16,Tigray,Oils,18
1060103701003,2015-16,Tigray,Onion,13
1060103701003,2015-16,Tigray,Potato,10
1060103701003,2015-16,Tigray,Salt,3
1060103701003,2015-16,Tigray,Soda,30
1060103701003,2015-16,Tigray,Sugar,16
1060103701003,2015-16,Tigray,Teff,190
1060103701003,2015-16,Tigray,Tomato,8
1060103701003,2015-16,Tigray,Wheat,45
1060103701022,2015-16,Tigray,Banana,5
1060103701022,2015-16,Tigray,Beef,20
1060103701022,2015-16,Tigray,Berbere,20
1060103701022,2015-16,Tigray,Bread/biscuit,15
1060103701022,2015-16,Tigray,Chat/Kat,45
1060103701022,2015-16,Tigray,Coffee,20
1060103701022,2015-16,Tigray,Eggs,9
1060103701022,2015-16,Tigray,Goat & mutton meat,25
1060103701022,2015-16,Tigray,Ground nuts,7
1060103701022,2015-16,Tigray,Injera,15
1060103701022,2015-16,Tigray,Kariya,5
1060103701022,2015-16,Tigray,Leafy Greens,15
1060103701022,2015-16,Tigray,Milk,7
1060103701022,2015-16,Tigray,Oils,8
1060103701022,2015-16,Tigray,Onion,7
1060103701022,2015-16,Tigray,Orange,5
1060103701022,2015-16,Tigray,Pasta/Macaroni,22
1060103701022,2015-16,Tigray,Potato,13
1060103701022,2015-16,Tigray,Salt,3
1060103701022,2015-16,Tigray,Soda,20
1060103701022,2015-16,Tigray,Sugar,5
1060103701022,2015-16,Tigray,Tea,3
1060103701022,2015-16,Tigray,Teff,95
1060103701022,2015-16,Tigray,Tomato,13
1060103701022,2015-16,Tigray,Wheat,20
1060103701041,2015-16,Tigray,Banana,8
1060103701041,2015-16,Tigray,Beef,25
1060103701041,2015-16,Tigray,Berbere,20
1060103701041,2015-16,Tigray,Chick Pea,6
1060103701041,2015-16,Tigray,Coffee,20
1060103701041,2015-16,Tigray,Eggs,12
1060103701041,2015-16,Tigray,Field Pea,7
1060103701041,2015-16,Tigray,Ground nuts,6
1060103701041,2015-16,Tigray,Kariya,5
1060103701041,2015-16,Tigray,Leafy Greens,15
1060103701041,2015-16,Tigray,Lentils,11
1060103701041,2015-16,Tigray,Milk,13
1060103701041,2015-16,Tigray,Oils,13
1060103701041,2015-16,Tigray,Onion,13
1060103701041,2015-16,Tigray,Orange,5
1060103701041,2015-16,Tigray,Pasta/Macaroni,45
1060103701041,2015-16,Tigray,Potato,18
1060103701041,2015-16,Tigray,Salt,3
1060103701041,2015-16,Tigray,Soda,30
1060103701041,2015-16,Tigray,Sugar,8
1060103701041,2015-16,Tigray,Tea,2
1060103701041,2015-16,Tigray,Teff,160
1060103701041,2015-16,Tigray,Tella,15
1060103701041,2015-16,Tigray,Tomato,7
1060103701041,2015-16,Tigray,Wheat,45
1060103701060,2015-16,Tigray,Banana,6
1060103701060,2015-16,Tigray,Berbere,20
1060103701060,2015-16,Tigray,Coffee,20
1060103701060,2015-16,Tigray,Eggs,15
1060103701060,2015-16,Tigray,Goat & mutton meat,50
1060103701060,2015-16,Tigray,Ground nuts,15
1060103701060,2015-16,Tigray,Kariya,7
1060103701060,2015-16,Tigray,Leafy Greens,5
1060103701060,2015-16,Tigray,Oils,12
1060103701060,2015-16,Tigray,Onion,15
1060103701060,2015-16,Tigray,Salt,2
1060103701060,2015-16,Tigray,Sugar,11
1060103701060,2015-16,Tigray,Tea,3
1060103701060,2015-16,Tigray,Teff,200
1060103701060,2015-16,Tigray,Tomato,6
1060103701060,2015-16,Tigray,Wheat,45
1060103701098,2015-16,Tigray,Banana,6
1060103701098,2015-16,Tigray,Beef,25
1060103701098,2015-16,Tigray,Berbere,20
1060103701098,2015-16,Tigray,Bread/biscuit,8
1060103701098,2015-16,Tigray,Coffee,20
1060103701098,2015-16,Tigray,Eggs,6
1060103701098,2015-16,Tigray,Kariya,5
1060103701098,2015-16,Tigray,Leafy Greens,8
1060103701098,2015-16,Tigray,Linseed,9
1060103701098,2015-16,Tigray,Milk,13
1060103701098,2015-16,Tigray,Oils,15
1060103701098,2015-16,Tigray,Onion,12
1060103701098,2015-16,Tigray,Other fruit,6
1060103701098,2015-16,Tigray,Pasta/Macaroni,22
1060103701098,2015-16,Tigray,Potato,12
1060103701098,2015-16,Tigray,Salt,3
1060103701098,2015-16,Tigray,Soda,20
1060103701098,2015-16,Tigray,Sugar,10
1060103701098,2015-16,Tigray,Tea,3
1060103701098,2015-16,Tigray,Teff,200
1060103701098,2015-16,Tigray,Tomato,7
1060103701098,2015-16,Tigray,Wheat,45
1060103701117,2015-16,Tigray,Banana,6
1060103701117,2015-16,Tigray,Beef,50
1060103701117,2015-16,Tigray,Beer,30
1060103701117,2015-16,Tigray,Berbere,20
1060103701117,2015-16,Tigray,Bread/biscuit,30
1060103701117,2015-16,Tigray,Coffee,20
1060103701117,2015-16,Tigray,Eggs,12
1060103701117,2015-16,Tigray,Kariya,5
1060103701117,2015-16,Tigray,Leafy Greens,11
1060103701117,2015-16,Tigray,Milk,15
1060103701117,2015-16,Tigray,Oils,15
1060103701117,2015-16,Tigray,Onion,10
1060103701117,2015-16,Tigray,Potato,6
1060103701117,2015-16,Tigray,Salt,3
1060103701117,2015-16,Tigray,Soda,20
1060103701117,2015-16,Tigray,Sugar,11
1060103701117,2015-16,Tigray,Sweet potato,6
1060103701117,2015-16,Tigray,Tea,3
1060103701117,2015-16,Tigray,Teff,90
1060103701117,2015-16,Tigray,Tella,15
1060103701117,2015-16,Tigray,Tomato,8
1060103701117,2015-16,Tigray,Wheat,40
1060103701136,2015-16,Tigray,Berbere,20
1060103701136,2015-16,Tigray,Eggs,12
1060103701136,2015-16,Tigray,Kariya,5
1060103701136,2015-16,Tigray,Leafy Greens,7
1060103701136,2015-16,Tigray,Oils,10
1060103701136,2015-16,Tigray,Onion,15
1060103701136,2015-16,Tigray,Salt,5
1060103701136,2015-16,Tigray,Teff,200
1060103701136,2015-16,Tigray,Wheat,45
1060103701174,2015-16,Tigray,Banana,7
1060103701174,2015-16,Tigray,Beef,20
1060103701174,2015-16,Tigray,Berbere,40
1060103701174,2015-16,Tigray,Bread/biscuit,50
1060103701174,2015-16,Tigray,Chick Pea,6
1060103701174,2015-16,Tigray,Coffee,40
1060103701174,2015-16,Tigray,Eggs,15
1060103701174,2015-16,Tigray,Field Pea,9
1060103701174,2015-16,Tigray,Ground nuts,15
1060103701174,2015-16,Tigray,Horsebeans,8
1060103701174,2015-16,Tigray,Kariya,5
1060103701174,2015-16,Tigray,Leafy Greens,8
1060103701174,2015-16,Tigray,Lentils,12
1060103701174,2015-16,Tigray,Milk,15
1060103701174,2015-16,Tigray,Oils,0.12
1060103701174,2015-16,Tigray,Onion,22
1060103701174,2015-16,Tigray,Orange,7
1060103701174,2015-16,Tigray,Pasta/Macaroni,88
1060103701174,2015-16,Tigray,Potato,12
1060103701174,2015-16,Tigray,Salt,5
1060103701174,2015-16,Tigray,Sugar,22
1060103701174,2015-16,Tigray,Teff,95
1060103701174,2015-16,Tigray,Tomato,25
1060103701174,2015-16,Tigray,Wheat,45
1060103701212,2015-16,Tigray,Banana,7
1060103701212,2015-16,Tigray,Beef,90
1060103701212,2015-16,Tigray,Beer,105
1060103701212,2015-16,Tigray,Berbere,20
1060103701212,2015-16,Tigray,Bread/biscuit,20
1060103701212,2015-16,Tigray,Butter/ghee,10
1060103701212,2015-16,Tigray,Coffee,20
1060103701212,2015-16,Tigray,Eggs,12
1060103701212,2015-16,Tigray,Injera,60
1060103701212,2015-16,Tigray,Kariya,5
1060103701212,2015-16,Tigray,Leafy Greens,15
1060103701212,2015-16,Tigray,Milk,15
1060103701212,2015-16,Tigray,Oils,15
1060103701212,2015-16,Tigray,Onion,6
1060103701212,2015-16,Tigray,Potato,6
1060103701212,2015-16,Tigray,Salt,3
1060103701212,2015-16,Tigray,Soda,30
1060103701212,2015-16,Tigray,Sugar,11
1060103701212,2015-16,Tigray,Tea,3
1060103701212,2015-16,Tigray,Teff,95
1060103701212,2015-16,Tigray,Tomato,8
1060103701212,2015-16,Tigray,Wheat,40
1060103701250,2015-16,Tigray,Beer,130
1060103701250,2015-16,Tigray,Coffee,30
1060103701250,2015-16,Tigray,Leafy Greens,20
1060103701250,2015-16,Tigray,Oils,14
1060103701250,2015-16,Tigray,Onion,4
1060103701250,2015-16,Tigray,Salt,2
1060103701250,2015-16,Tigray,Soda,20
1060103701250,2015-16,Tigray,Sugar,6.5
1060103701250,2015-16,Tigray,Teff,20
1060103701250,2015-16,Tigray,Tella,15
1060103701250,2015-16,Tigray,Tomato,10
1060103701250,2015-16,Tigray,Wheat,8
1060103701269,2015-16,Tigray,Banana,14
1060103701269,2015-16,Tigray,Berbere,40
1060103701269,2015-16,Tigray,Bread/biscuit,6
1060103701269,2015-16,Tigray,Coffee,25
1060103701269,2015-16,Tigray,Ground nuts,5
1060103701269,2015-16,Tigray,Injera,20
1060103701269,2015-16,Tigray,Kariya,10
1060103701269,2015-16,Tigray,Leafy Greens,40
1060103701269,2015-16,Tigray,Linseed,6
1060103701269,2015-16,Tigray,Maize,2
1060103701269,2015-16,Tigray,Onion,60
1060103701269,2015-16,Tigray,Orange,22
1060103701269,2015-16,Tigray,Other fruit,40
1060103701269,2015-16,Tigray,Other tuber or stem,12
1060103701269,2015-16,Tigray,Other vegetable,14
1060103701269,2015-16,Tigray,Pasta/Macaroni,30
1060103701269,2015-16,Tigray,Potato,28
1060103701269,2015-16,Tigray,Salt,3.5
1060103701269,2015-16,Tigray,Soda,20
1060103701269,2015-16,Tigray,Sugar,20
1060103701269,2015-16,Tigray,Tea,5
1060103701269,2015-16,Tigray,Teff,60
1060103701269,2015-16,Tigray,Tomato,28
1060200113005,2015-16,Tigray,Banana,28
1060200113005,2015-16,Tigray,Beef,60
1060200113005,2015-16,Tigray,Berbere,17.5
1060200113005,2015-16,Tigray,Bread/biscuit,15.6
1060200113005,2015-16,Tigray,Coffee,30
1060200113005,2015-16,Tigray,Field Pea,30
1060200113005,2015-16,Tigray,Kariya,17
1060200113005,2015-16,Tigray,Leafy Greens,10
1060200113005,2015-16,Tigray,Lentils,25
1060200113005,2015-16,Tigray,Onion,50
1060200113005,2015-16,Tigray,Potato,33
1060200113005,2015-16,Tigray,Salt,1.5
1060200113005,2015-16,Tigray,Tea,20
1060200113005,2015-16,Tigray,Teff,133
1060200113005,2015-16,Tigray,Tomato,30
1060200113014,2015-16,Tigray,Beef,100
1060200113014,2015-16,Tigray,Berbere,17
1060200113014,2015-16,Tigray,Coffee,25
1060200113014,2015-16,Tigray,Field Pea,10
1060200113014,2015-16,Tigray,Onion,10
1060200113014,2015-16,Tigray,Salt,1
1060200113014,2015-16,Tigray,Sugar,10
1060200113014,2015-16,Tigray,Teff,76
1060200113014,2015-16,Tigray,Tomato,10
1060200113023,2015-16,Tigray,Banana,28
1060200113023,2015-16,Tigray,Beef,120
1060200113023,2015-16,Tigray,Berbere,25
1060200113023,2015-16,Tigray,Butter/ghee,140
1060200113023,2015-16,Tigray,Coffee,25
1060200113023,2015-16,Tigray,Horsebeans,22
1060200113023,2015-16,Tigray,Leafy Greens,16
1060200113023,2015-16,Tigray,Lentils,17
1060200113023,2015-16,Tigray,Maize,14
1060200113023,2015-16,Tigray,Milk,42
1060200113023,2015-16,Tigray,Oils,25
1060200113023,2015-16,Tigray,Onion,20
1060200113023,2015-16,Tigray,Pasta/Macaroni,20
1060200113023,2015-16,Tigray,Potato,12
1060200113023,2015-16,Tigray,Poultry,60
1060200113023,2015-16,Tigray,Teff,80
1060200113023,2015-16,Tigray,Tomato,10
1060200113041,2015-16,Tigray,Berbere,17
1060200113041,2015-16,Tigray,Bread/biscuit,36.4
1060200113041,2015-16,Tigray,Eggs,12
1060200113041,2015-16,Tigray,Goat & mutton meat,650
1060200113041,2015-16,Tigray,Kariya,10
1060200113041,2015-16,Tigray,Leafy Greens,8
1060200113041,2015-16,Tigray,Lentils,60
1060200113041,2015-16,Tigray,Oils,12
1060200113041,2015-16,Tigray,Onion,30
1060200113041,2015-16,Tigray,Potato,14
1060200113041,2015-16,Tigray,Poultry,130
1060200113041,2015-16,Tigray,Salt,1.5
1060200113041,2015-16,Tigray,Soda,120
1060200113041,2015-16,Tigray,Sugar,5
1060200113041,2015-16,Tigray,Teff,247
1060200113041,2015-16,Tigray,Tomato,20
1060200113050,2015-16,Tigray,Beef,240
1060200113050,2015-16,Tigray,Berbere,17.5
1060200113050,2015-16,Tigray,Chick Pea,27
1060200113050,2015-16,Tigray,Coffee,25
1060200113050,2015-16,Tigray,Field Pea,25
1060200113050,2015-16,Tigray,Kariya,10
1060200113050,2015-16,Tigray,Leafy Greens,7
1060200113050,2015-16,Tigray,Lentils,60
1060200113050,2015-16,Tigray,Oils,12.5
1060200113050,2015-16,Tigray,Onion,30
1060200113050,2015-16,Tigray,Potato,14
1060200113050,2015-16,Tigray,Salt,1.5
1060200113050,2015-16,Tigray,Sugar,5
1060200113050,2015-16,Tigray,Tea,6
1060200113050,2015-16,Tigray,Teff,237.5
1060200113050,2015-16,Tigray,Tomato,30
1060200113059,2015-16,Tigray,Banana,28
1060200113059,2015-16,Tigray,Beef,60
1060200113059,2015-16,Tigray,Berbere,17
1060200113059,2015-16,Tigray,Chick Pea,11
1060200113059,2015-16,Tigray,Coffee,25
1060200113059,2015-16,Tigray,Field Pea,12.5
1060200113059,2015-16,Tigray,Goat & mutton meat,750
1060200113059,2015-16,Tigray,Kariya,7
1060200113059,2015-16,Tigray,Lentils,30
1060200113059,2015-16,Tigray,Oils,25
1060200113059,2015-16,Tigray,Onion,20
1060200113059,2015-16,Tigray,Orange,280
1060200113059,2015-16,Tigray,Potato,20
1060200113059,2015-16,Tigray,Salt,3
1060200113059,2015-16,Tigray,Sugar,10
1060200113059,2015-16,Tigray,Tea,7
1060200113059,2015-16,Tigray,Teff,95
1060200113059,2015-16,Tigray,Tomato,20
1060200113068,2015-16,Tigray,Beef,240
1060200113068,2015-16,Tigray,Berbere,25
1060200113068,2015-16,Tigray,Bread/biscuit,9
1060200113068,2015-16,Tigray,Coffee,25
1060200113068,2015-16,Tigray,Field Pea,30
1060200113068,2015-16,Tigray,Kariya,7
1060200113068,2015-16,Tigray,Leafy Greens,10
1060200113068,2015-16,Tigray,Lentils,60
1060200113068,2015-16,Tigray,Oils,25
1060200113068,2015-16,Tigray,Onion,30
1060200113068,2015-16,Tigray,Potato,14
1060200113068,2015-16,Tigray,Salt,3
1060200113068,2015-16,Tigray,Sugar,10
1060200113068,2015-16,Tigray,Tea,7
1060200113068,2015-16,Tigray,Teff,228
1060200113068,2015-16,Tigray,Tomato,20
1060200113077,2015-16,Tigray,Banana,14
1060200113077,2015-16,Tigray,Berbere,20
1060200113077,2015-16,Tigray,Bread/biscuit,13
1060200113077,2015-16,Tigray,Chick Pea,22
1060200113077,2015-16,Tigray,Coffee,25
1060200113077,2015-16,Tigray,Field Pea,25
1060200113077,2015-16,Tigray,Kariya,3
1060200113077,2015-16,Tigray,Leafy Greens,5
1060200113077,2015-16,Tigray,Lentils,22
1060200113077,2015-16,Tigray,Linseed,17
1060200113077,2015-16,Tigray,Milk,39
1060200113077,2015-16,Tigray,Oils,12.5
1060200113077,2015-16,Tigray,Onion,20
1060200113077,2015-16,Tigray,Orange,30
1060200113077,2015-16,Tigray,Potato,14
1060200113077,2015-16,Tigray,Poultry,150
1060200113077,2015-16,Tigray,Salt,1.5
1060200113077,2015-16,Tigray,Sugar,5
1060200113077,2015-16,Tigray,Tea,7
1060200113077,2015-16,Tigray,Teff,86
1060200113077,2015-16,Tigray,Tomato,14
1060200113077,2015-16,Tigray,Wheat,96
1060200113086,2015-16,Tigray,Berbere,17
1060200113086,2015-16,Tigray,Coffee,25
1060200113086,2015-16,Tigray,Horsebeans,22
1060200113086,2015-16,Tigray,Kariya,6
1060200113086,2015-16,Tigray,Leafy Greens,8
1060200113086,2015-16,Tigray,Lentils,16
1060200113086,2015-16,Tigray,Oils,18
1060200113086,2015-16,Tigray,Onion,10
1060200113086,2015-16,Tigray,Potato,6
1060200113086,2015-16,Tigray,Soda,10
1060200113086,2015-16,Tigray,Teff,110
1060200113086,2015-16,Tigray,Tomato,5
1060200113095,2015-16,Tigray,Banana,28
1060200113095,2015-16,Tigray,Berbere,17
1060200113095,2015-16,Tigray,Chick Pea,12
1060200113095,2015-16,Tigray,Coffee,30
1060200113095,2015-16,Tigray,Field Pea,12
1060200113095,2015-16,Tigray,Horsebeans,35
1060200113095,2015-16,Tigray,Kariya,5
1060200113095,2015-16,Tigray,Leafy Greens,5
1060200113095,2015-16,Tigray,Lentils,37
1060200113095,2015-16,Tigray,Oils,25
1060200113095,2015-16,Tigray,Onion,30
1060200113095,2015-16,Tigray,Orange,60
1060200113095,2015-16,Tigray,Potato,14
1060200113095,2015-16,Tigray,Salt,2.5
1060200113095,2015-16,Tigray,Sugar,10
1060200113095,2015-16,Tigray,Tea,7
1060200113095,2015-16,Tigray,Teff,95
1060200113095,2015-16,Tigray,Tomato,20
1060200113095,2015-16,Tigray,Wheat,87
1060200113113,2015-16,Tigray,Banana,28
1060200113113,2015-16,Tigray,Barley,76
1060200113113,2015-16,Tigray,Berbere,30
1060200113113,2015-16,Tigray,Bread/biscuit,18.2
1060200113113,2015-16,Tigray,Chick Pea,25
1060200113113,2015-16,Tigray,Coffee,30
1060200113113,2015-16,Tigray,Eggs,30
1060200113113,2015-16,Tigray,Field Pea,22
1060200113113,2015-16,Tigray,Goat & mutton meat,800
1060200113113,2015-16,Tigray,Kariya,4
1060200113113,2015-16,Tigray,Leafy Greens,8
1060200113113,2015-16,Tigray,Lentils,45
1060200113113,2015-16,Tigray,Milk,39
1060200113113,2015-16,Tigray,Oils,13
1060200113113,2015-16,Tigray,Onion,30
1060200113113,2015-16,Tigray,Orange,60
1060200113113,2015-16,Tigray,Potato,14
1060200113113,2015-16,Tigray,Poultry,170
1060200113113,2015-16,Tigray,Salt,2
1060200113113,2015-16,Tigray,Soda,50
1060200113113,2015-16,Tigray,Sugar,10
1060200113113,2015-16,Tigray,Tea,7
1060200113113,2015-16,Tigray,Teff,112
1060200113113,2015-16,Tigray,Tomato,18
1060200113131,2015-16,Tigray,Banana,28
1060200113131,2015-16,Tigray,Berbere,25
1060200113131,2015-16,Tigray,Chick Pea,12.5
1060200113131,2015-16,Tigray,Coffee,25
1060200113131,2015-16,Tigray,Eggs,30
1060200113131,2015-16,Tigray,Field Pea,12.5
1060200113131,2015-16,Tigray,Goat & mutton meat,800
1060200113131,2015-16,Tigray,Horsebeans,22
1060200113131,2015-16,Tigray,Kariya,12
1060200113131,2015-16,Tigray,Leafy Greens,17
1060200113131,2015-16,Tigray,Lentils,17
1060200113131,2015-16,Tigray,Oils,12.5
1060200113131,2015-16,Tigray,Onion,20
1060200113131,2015-16,Tigray,Orange,60
1060200113131,2015-16,Tigray,Potato,14
1060200113131,2015-16,Tigray,Salt,2
1060200113131,2015-16,Tigray,Sugar,2
1060200113131,2015-16,Tigray,Tea,7
1060200113131,2015-16,Tigray,Teff,80
1060200113131,2015-16,Tigray,Tomato,10
1060200519007,2015-16,Tigray,Banana,15
