i,t,m,age,sex,HH_size
84587,2015,USA,22,Female,5
84588,2015,USA,35,Male,4
84589,2015,USA,12,Male,4
84590,2015,USA,1,Female,7
84591,2015,USA,7,Female,4
84592,2015,USA,58,Male,2
84593,2015,USA,40,Male,3
84594,2015,USA,67,Female,3
84595,2015,USA,80,Male,1
84596,2015,USA,26,Male,3
84597,2015,USA,63,Female,3
84598,2015,USA,7,Female,6
84599,2015,USA,4,Male,5
84600,2015,USA,30,Male,2
84601,2015,USA,7,Female,4
84602,2015,USA,63,Female,2
84603,2015,USA,3,Female,4
84604,2015,USA,9,Female,5
84605,2015,USA,14,Female,3
84606,2015,USA,63,Male,2
84607,2015,USA,40,Female,5
84608,2015,USA,70,Male,2
84609,2015,USA,62,Male,3
84610,2015,USA,54,Male,3
84611,2015,USA,59,Female,4
84612,2015,USA,48,Male,3
84613,2015,USA,8,Male,4
84614,2015,USA,80,Male,2
84615,2015,USA,54,Male,6
84616,2015,USA,2,Female,7
84617,2015,USA,42,Female,2
84618,2015,USA,23,Female,4
84619,2015,USA,41,Female,5
84620,2015,USA,21,Female,7
84621,2015,USA,6,Female,4
84622,2015,USA,80,Male,2
84623,2015,USA,53,Male,1
84624,2015,USA,8,Male,6
84625,2015,USA,40,Female,3
84626,2015,USA,43,Male,1
84627,2015,USA,80,Male,2
84628,2015,USA,32,Female,6
84629,2015,USA,80,Female,2
84630,2015,USA,8,Male,3
84631,2015,USA,57,Male,1
84632,2015,USA,39,Female,4
84633,2015,USA,10,Female,5
84634,2015,USA,10,Male,5
84635,2015,USA,14,Male,6
84636,2015,USA,4,Female,3
84637,2015,USA,71,Female,1
84638,2015,USA,2,Female,3
84639,2015,USA,30,Female,4
84640,2015,USA,80,Female,2
84641,2015,USA,28,Female,3
84642,2015,USA,54,Female,2
84643,2015,USA,13,Male,7
84644,2015,USA,80,Female,2
84645,2015,USA,68,Male,2
84646,2015,USA,50,Female,1
84647,2015,USA,5.40E-79,Male,5
84648,2015,USA,4,Male,3
84649,2015,USA,80,Male,1
84650,2015,USA,30,Female,4
84651,2015,USA,12,Female,4
84652,2015,USA,59,Male,1
84653,2015,USA,7,Female,3
84654,2015,USA,8,Female,5
84655,2015,USA,4,Male,7
84656,2015,USA,7,Female,7
84657,2015,USA,35,Male,3
84658,2015,USA,22,Female,4
84659,2015,USA,47,Female,4
84660,2015,USA,40,Male,4
84661,2015,USA,41,Male,4
84662,2015,USA,63,Female,4
84663,2015,USA,18,Male,5
84664,2015,USA,5,Male,4
84665,2015,USA,73,Female,5
84666,2015,USA,15,Male,4
84667,2015,USA,11,Female,4
84668,2015,USA,56,Female,5
84669,2015,USA,3,Female,4
84670,2015,USA,2,Male,4
84671,2015,USA,25,Female,2
84672,2015,USA,39,Female,1
84673,2015,USA,29,Male,4
84674,2015,USA,5.40E-79,Female,4
84675,2015,USA,33,Male,3
84676,2015,USA,70,Male,5
84677,2015,USA,43,Female,6
84678,2015,USA,15,Female,6
84679,2015,USA,68,Female,4
84680,2015,USA,60,Male,2
84681,2015,USA,5,Female,5
84682,2015,USA,6,Male,4
84683,2015,USA,73,Female,2
84684,2015,USA,6,Female,4
84685,2015,USA,27,Female,5
84686,2015,USA,23,Male,6
84687,2015,USA,10,Female,5
84688,2015,USA,18,Female,7
84689,2015,USA,47,Female,5
84690,2015,USA,9,Male,4
84691,2015,USA,80,Female,1
84692,2015,USA,5,Female,6
84693,2015,USA,4,Female,3
84694,2015,USA,58,Male,2
84695,2015,USA,80,Male,1
84696,2015,USA,61,Male,6
84697,2015,USA,1,Female,7
84698,2015,USA,22,Female,2
84699,2015,USA,5,Male,4
84700,2015,USA,48,Female,7
84701,2015,USA,4,Female,3
84702,2015,USA,47,Male,3
84703,2015,USA,75,Male,2
84704,2015,USA,55,Female,3
84705,2015,USA,75,Male,3
84706,2015,USA,51,Female,5
84707,2015,USA,22,Female,4
84708,2015,USA,14,Female,3
84709,2015,USA,18,Male,2
84710,2015,USA,71,Female,1
84711,2015,USA,41,Male,1
84712,2015,USA,34,Male,4
84713,2015,USA,2,Female,7
84714,2015,USA,4,Female,3
84715,2015,USA,60,Male,2
84716,2015,USA,44,Female,6
84717,2015,USA,50,Male,1
84718,2015,USA,1,Male,3
84719,2015,USA,19,Male,2
84720,2015,USA,57,Female,6
84721,2015,USA,12,Male,5
84722,2015,USA,14,Male,6
84723,2015,USA,47,Male,5
84724,2015,USA,15,Male,6
84725,2015,USA,12,Female,6
84726,2015,USA,33,Male,2
84727,2015,USA,80,Male,2
84728,2015,USA,2,Male,5
84729,2015,USA,9,Female,5
84730,2015,USA,2,Female,3
84731,2015,USA,12,Male,2
84732,2015,USA,80,Male,3
84733,2015,USA,10,Female,3
84734,2015,USA,36,Female,3
84735,2015,USA,59,Male,1
84736,2015,USA,54,Female,6
84737,2015,USA,9,Male,6
84738,2015,USA,45,Male,4
84739,2015,USA,15,Male,3
84740,2015,USA,10,Male,4
84741,2015,USA,63,Female,1
84742,2015,USA,80,Female,1
84743,2015,USA,2,Male,4
84744,2015,USA,5.40E-79,Female,5
84745,2015,USA,42,Female,5
84746,2015,USA,6,Male,7
84747,2015,USA,66,Female,2
84748,2015,USA,22,Male,4
84749,2015,USA,14,Male,4
84750,2015,USA,10,Female,7
84751,2015,USA,54,Male,2
84752,2015,USA,62,Male,3
84753,2015,USA,33,Male,5
84754,2015,USA,70,Male,3
84755,2015,USA,65,Female,3
84756,2015,USA,36,Male,4
84757,2015,USA,56,Male,3
84758,2015,USA,2,Male,5
84759,2015,USA,34,Female,3
84760,2015,USA,23,Female,3
84761,2015,USA,4,Male,6
84762,2015,USA,16,Male,7
84763,2015,USA,56,Female,2
84764,2015,USA,41,Male,5
84765,2015,USA,44,Female,4
84766,2015,USA,40,Female,5
84767,2015,USA,20,Male,4
84768,2015,USA,33,Female,6
84769,2015,USA,3,Male,7
84770,2015,USA,52,Male,4
84771,2015,USA,31,Male,3
84772,2015,USA,12,Female,4
84773,2015,USA,15,Female,6
84774,2015,USA,48,Female,3
84775,2015,USA,28,Male,1
84776,2015,USA,47,Male,4
84777,2015,USA,43,Male,5
84778,2015,USA,20,Female,2
84779,2015,USA,1,Male,3
84780,2015,USA,29,Female,3
84781,2015,USA,1,Male,3
84782,2015,USA,2,Male,3
84783,2015,USA,47,Female,4
84784,2015,USA,42,Male,6
84785,2015,USA,66,Male,2
84786,2015,USA,50,Female,4
84787,2015,USA,78,Female,4
84788,2015,USA,71,Male,3
84789,2015,USA,5.40E-79,Female,5
84790,2015,USA,41,Male,4
84791,2015,USA,20,Male,5
84792,2015,USA,5,Male,5
84793,2015,USA,28,Male,2
84794,2015,USA,1,Male,4
84795,2015,USA,38,Female,4
84796,2015,USA,51,Female,4
84797,2015,USA,25,Female,4
84798,2015,USA,10,Female,4
84799,2015,USA,5,Male,5
84800,2015,USA,19,Male,4
84801,2015,USA,7,Male,5
84802,2015,USA,76,Female,1
84803,2015,USA,44,Male,5
84804,2015,USA,71,Male,2
84805,2015,USA,53,Female,3
84806,2015,USA,18,Male,3
84807,2015,USA,10,Male,5
84808,2015,USA,45,Male,4
84809,2015,USA,1,Female,5
84810,2015,USA,18,Male,4
84811,2015,USA,2,Male,4
84812,2015,USA,6,Male,4
84813,2015,USA,31,Male,7
84814,2015,USA,3,Male,4
84815,2015,USA,15,Female,5
84816,2015,USA,28,Female,4
84817,2015,USA,75,Male,2
84818,2015,USA,33,Female,5
84819,2015,USA,5.40E-79,Female,3
84820,2015,USA,44,Male,3
84821,2015,USA,4,Female,7
84822,2015,USA,13,Male,4
84823,2015,USA,5,Male,5
84824,2015,USA,5.40E-79,Female,4
84825,2015,USA,41,Female,5
84826,2015,USA,45,Female,5
84827,2015,USA,1,Male,6
84828,2015,USA,61,Female,2
84829,2015,USA,24,Male,6
84830,2015,USA,25,Male,2
84831,2015,USA,54,Male,2
84832,2015,USA,58,Male,1
84833,2015,USA,32,Female,6
84834,2015,USA,7,Female,3
84835,2015,USA,39,Male,4
84836,2015,USA,10,Female,5
84837,2015,USA,45,Female,4
84838,2015,USA,23,Male,2
84839,2015,USA,2,Male,5
84840,2015,USA,9,Female,4
84841,2015,USA,27,Female,3
84842,2015,USA,50,Male,4
84843,2015,USA,24,Male,4
84844,2015,USA,17,Male,3
84845,2015,USA,8,Male,6
84846,2015,USA,24,Male,1
84847,2015,USA,28,Female,4
84848,2015,USA,6,Female,4
84849,2015,USA,36,Male,1
84850,2015,USA,53,Female,2
84851,2015,USA,15,Female,4
84852,2015,USA,28,Female,2
84853,2015,USA,10,Male,4
84854,2015,USA,51,Female,5
84855,2015,USA,10,Male,4
84856,2015,USA,5.40E-79,Female,5
84857,2015,USA,13,Female,7
84858,2015,USA,8,Male,7
84859,2015,USA,42,Female,5
84860,2015,USA,10,Female,3
84861,2015,USA,2,Female,3
84862,2015,USA,56,Female,2
84863,2015,USA,5,Female,6
84864,2015,USA,4,Male,4
84865,2015,USA,26,Male,5
84866,2015,USA,33,Male,5
84867,2015,USA,62,Female,2
84868,2015,USA,40,Male,4
84869,2015,USA,54,Female,3
84870,2015,USA,33,Male,3
84871,2015,USA,15,Female,5
84872,2015,USA,32,Male,5
84873,2015,USA,1,Male,7
84874,2015,USA,22,Male,4
84875,2015,USA,15,Male,4
84876,2015,USA,5.40E-79,Male,3
84877,2015,USA,1,Male,7
84878,2015,USA,46,Male,5
84879,2015,USA,35,Female,3
84880,2015,USA,44,Female,5
84881,2015,USA,12,Male,5
84882,2015,USA,15,Female,4
84883,2015,USA,2,Male,3
84884,2015,USA,2,Female,3
84885,2015,USA,61,Female,2
84886,2015,USA,12,Male,6
84887,2015,USA,42,Female,5
84888,2015,USA,5.40E-79,Male,7
84889,2015,USA,11,Male,4
84890,2015,USA,6,Female,4
84891,2015,USA,52,Female,5
84892,2015,USA,8,Female,7
84893,2015,USA,46,Female,2
84894,2015,USA,73,Female,2
84895,2015,USA,80,Female,1
84896,2015,USA,22,Male,4
84897,2015,USA,2,Female,4
84898,2015,USA,11,Male,5
84899,2015,USA,32,Female,4
84900,2015,USA,45,Male,4
84901,2015,USA,61,Female,2
84902,2015,USA,67,Female,1
84903,2015,USA,14,Female,5
84904,2015,USA,48,Female,5
84905,2015,USA,18,Female,5
84906,2015,USA,53,Male,2
84907,2015,USA,13,Male,4
84908,2015,USA,4,Male,2
84909,2015,USA,9,Female,6
84910,2015,USA,51,Female,4
84911,2015,USA,4,Female,6
84912,2015,USA,57,Male,3
84913,2015,USA,47,Female,5
84914,2015,USA,52,Female,2
84915,2015,USA,45,Female,2
84916,2015,USA,38,Male,2
84917,2015,USA,32,Male,6
84918,2015,USA,16,Female,5
84919,2015,USA,61,Male,4
84920,2015,USA,35,Male,6
84921,2015,USA,54,Male,7
84922,2015,USA,14,Male,4
84923,2015,USA,66,Female,1
84924,2015,USA,28,Female,3
84925,2015,USA,5.40E-79,Male,6
84926,2015,USA,40,Male,5
84927,2015,USA,43,Female,4
84928,2015,USA,13,Male,6
84929,2015,USA,67,Female,6
84930,2015,USA,49,Male,1
84931,2015,USA,30,Male,4
84932,2015,USA,60,Male,5
84933,2015,USA,30,Male,5
84934,2015,USA,57,Male,5
84935,2015,USA,26,Male,3
84936,2015,USA,12,Female,4
84937,2015,USA,26,Female,5
84938,2015,USA,77,Male,7
84939,2015,USA,1,Male,6
84940,2015,USA,52,Male,4
84941,2015,USA,5,Male,5
84942,2015,USA,3,Male,7
84943,2015,USA,19,Male,4
84944,2015,USA,60,Female,2
84945,2015,USA,30,Female,4
84946,2015,USA,38,Female,7
84947,2015,USA,24,Male,1
84948,2015,USA,41,Female,2
84949,2015,USA,78,Female,1
84950,2015,USA,48,Male,3
84951,2015,USA,1,Male,3
84952,2015,USA,68,Female,3
84953,2015,USA,2,Male,7
84954,2015,USA,64,Female,1
84955,2015,USA,5.40E-79,Female,3
84956,2015,USA,43,Female,2
84957,2015,USA,21,Male,3
84958,2015,USA,9,Female,5
84959,2015,USA,8,Female,4
84960,2015,USA,35,Female,5
84961,2015,USA,5.40E-79,Female,3
84962,2015,USA,57,Female,2
84963,2015,USA,16,Female,2
84964,2015,USA,22,Female,3
84965,2015,USA,16,Female,5
84966,2015,USA,48,Male,4
84967,2015,USA,76,Male,2
84968,2015,USA,8,Male,5
84969,2015,USA,60,Male,3
84970,2015,USA,51,Male,4
84971,2015,USA,3,Male,5
84972,2015,USA,74,Female,1
84973,2015,USA,18,Female,6
84974,2015,USA,28,Female,2
84975,2015,USA,1,Female,5
84976,2015,USA,31,Male,5
84977,2015,USA,29,Male,2
84978,2015,USA,60,Female,3
84979,2015,USA,63,Female,5
84980,2015,USA,54,Male,1
84981,2015,USA,4,Male,7
84982,2015,USA,26,Male,4
84983,2015,USA,10,Female,2
84984,2015,USA,14,Male,4
84985,2015,USA,26,Female,4
84986,2015,USA,2,Male,4
84987,2015,USA,2,Male,6
84988,2015,USA,52,Male,3
84989,2015,USA,37,Female,7
84990,2015,USA,33,Female,5
84991,2015,USA,5.40E-79,Male,4
84992,2015,USA,68,Male,1
84993,2015,USA,2,Male,4
84994,2015,USA,11,Male,4
84995,2015,USA,68,Female,1
84996,2015,USA,1,Female,7
84997,2015,USA,29,Female,5
84998,2015,USA,58,Female,4
84999,2015,USA,14,Female,5
85000,2015,USA,80,Male,3
85001,2015,USA,19,Female,6
85002,2015,USA,80,Female,6
85003,2015,USA,57,Female,5
85004,2015,USA,3,Female,4
85005,2015,USA,1,Female,5
85006,2015,USA,43,Female,2
85007,2015,USA,47,Male,3
85008,2015,USA,5.40E-79,Male,4
85009,2015,USA,25,Female,7
85010,2015,USA,20,Female,3
85011,2015,USA,8,Male,6
85012,2015,USA,7,Female,3
85013,2015,USA,5.40E-79,Male,4
85014,2015,USA,42,Male,4
85015,2015,USA,5.40E-79,Female,4
85016,2015,USA,50,Female,2
85017,2015,USA,76,Male,4
85018,2015,USA,15,Female,3
85019,2015,USA,36,Female,6
85020,2015,USA,18,Female,6
85021,2015,USA,6,Female,6
85022,2015,USA,61,Male,2
85023,2015,USA,4,Female,6
85024,2015,USA,49,Male,4
85025,2015,USA,4,Female,2
85026,2015,USA,5,Female,6
85027,2015,USA,2,Male,5
85028,2015,USA,51,Female,2
85029,2015,USA,2,Female,3
85030,2015,USA,17,Female,6
85031,2015,USA,67,Female,2
85032,2015,USA,5.40E-79,Male,7
85033,2015,USA,70,Female,7
85034,2015,USA,67,Female,2
85035,2015,USA,80,Female,2
85036,2015,USA,5,Male,6
85037,2015,USA,60,Male,2
85038,2015,USA,3,Female,4
85039,2015,USA,69,Female,2
85040,2015,USA,25,Female,4
85041,2015,USA,78,Female,2
85042,2015,USA,23,Male,2
85043,2015,USA,26,Male,6
85044,2015,USA,5.40E-79,Male,3
85045,2015,USA,3,Female,4
85046,2015,USA,1,Male,6
85047,2015,USA,4,Female,3
85048,2015,USA,34,Male,5
85049,2015,USA,52,Male,4
85050,2015,USA,10,Female,3
85051,2015,USA,67,Male,1
85052,2015,USA,34,Male,7
85053,2015,USA,58,Male,7
85054,2015,USA,62,Male,3
85055,2015,USA,39,Female,7
85056,2015,USA,4,Female,7
85057,2015,USA,67,Male,3
85058,2015,USA,5,Male,3
85059,2015,USA,6,Female,6
85060,2015,USA,55,Male,2
85061,2015,USA,70,Male,2
85062,2015,USA,57,Male,7
85063,2015,USA,26,Female,3
85064,2015,USA,70,Male,2
85065,2015,USA,7,Female,5
85066,2015,USA,49,Male,3
85067,2015,USA,80,Male,2
85068,2015,USA,5.40E-79,Female,4
85069,2015,USA,74,Female,3
85070,2015,USA,5,Male,2
85071,2015,USA,5.40E-79,Male,5
85072,2015,USA,5.40E-79,Female,7
85073,2015,USA,41,Female,4
85074,2015,USA,23,Female,7
85075,2015,USA,41,Female,4
85076,2015,USA,36,Female,4
85077,2015,USA,70,Male,6
85078,2015,USA,17,Male,7
85079,2015,USA,74,Female,6
85080,2015,USA,1,Male,5
85081,2015,USA,11,Male,4
85082,2015,USA,5.40E-79,Female,5
85083,2015,USA,5.40E-79,Male,4
85084,2015,USA,2,Female,3
85085,2015,USA,9,Female,5
85086,2015,USA,5.40E-79,Male,7
85087,2015,USA,21,Male,4
85088,2015,USA,68,Female,2
85089,2015,USA,2,Female,4
85090,2015,USA,9,Female,5
85091,2015,USA,16,Female,7
85092,2015,USA,26,Male,3
85093,2015,USA,61,Female,3
85094,2015,USA,6,Female,5
85095,2015,USA,22,Female,6
85096,2015,USA,18,Female,6
85097,2015,USA,1,Male,4
85098,2015,USA,68,Female,5
85099,2015,USA,7,Female,5
85100,2015,USA,13,Female,6
85101,2015,USA,63,Male,2
85102,2015,USA,13,Female,2
85103,2015,USA,51,Male,4
85104,2015,USA,29,Female,5
85105,2015,USA,14,Male,7
85106,2015,USA,64,Male,3
85107,2015,USA,24,Male,7
85108,2015,USA,16,Female,5
85109,2015,USA,65,Male,2
85110,2015,USA,41,Male,5
85111,2015,USA,49,Female,2
85112,2015,USA,14,Female,2
85113,2015,USA,21,Male,5
85114,2015,USA,22,Female,3
85115,2015,USA,54,Male,2
85116,2015,USA,11,Female,4
85117,2015,USA,37,Male,1
85118,2015,USA,45,Female,2
85119,2015,USA,78,Male,2
85120,2015,USA,65,Male,4
85121,2015,USA,1,Female,4
85122,2015,USA,6,Female,3
85123,2015,USA,5.40E-79,Female,4
85124,2015,USA,9,Female,7
85125,2015,USA,15,Male,3
85126,2015,USA,39,Female,2
85127,2015,USA,35,Male,7
85128,2015,USA,65,Male,2
85129,2015,USA,15,Female,6
85130,2015,USA,9,Male,5
85131,2015,USA,24,Female,2
85132,2015,USA,31,Female,2
85133,2015,USA,4,Female,7
85134,2015,USA,9,Male,4
85135,2015,USA,11,Male,6
85136,2015,USA,17,Male,5
85137,2015,USA,61,Male,2
85138,2015,USA,31,Female,2
85139,2015,USA,8,Female,6
85140,2015,USA,6,Female,5
85141,2015,USA,8,Female,4
85142,2015,USA,71,Male,3
85143,2015,USA,67,Male,2
85144,2015,USA,6,Female,4
85145,2015,USA,35,Male,5
85146,2015,USA,8,Male,5
85147,2015,USA,25,Female,4
85148,2015,USA,45,Male,6
85149,2015,USA,66,Male,2
85150,2015,USA,9,Male,7
85151,2015,USA,14,Male,4
85152,2015,USA,72,Female,2
85153,2015,USA,3,Female,5
85154,2015,USA,47,Female,3
85155,2015,USA,50,Female,3
85156,2015,USA,73,Female,1
85157,2015,USA,53,Male,1
85158,2015,USA,44,Female,3
85159,2015,USA,31,Female,3
85160,2015,USA,26,Female,2
85161,2015,USA,66,Female,3
85162,2015,USA,9,Female,5
85163,2015,USA,29,Male,2
85164,2015,USA,39,Male,5
85165,2015,USA,5.40E-79,Female,4
85166,2015,USA,53,Female,7
85167,2015,USA,9,Female,7
85168,2015,USA,27,Male,4
85169,2015,USA,54,Male,6
85170,2015,USA,80,Female,2
85171,2015,USA,29,Female,5
85172,2015,USA,14,Female,3
85173,2015,USA,45,Female,7
85174,2015,USA,1,Male,4
85175,2015,USA,1,Female,2
85176,2015,USA,19,Male,4
85177,2015,USA,66,Female,4
85178,2015,USA,15,Male,5
85179,2015,USA,20,Female,6
85180,2015,USA,15,Male,4
85181,2015,USA,48,Male,2
85182,2015,USA,5.40E-79,Female,3
85183,2015,USA,33,Male,7
85184,2015,USA,2,Male,6
85185,2015,USA,10,Male,3
85186,2015,USA,4,Female,4
85187,2015,USA,67,Female,2
85188,2015,USA,2,Male,6
85189,2015,USA,73,Male,1
85190,2015,USA,29,Female,3
85191,2015,USA,10,Female,3
85192,2015,USA,53,Female,2
85193,2015,USA,36,Female,4
85194,2015,USA,38,Female,3
85195,2015,USA,9,Female,4
85196,2015,USA,10,Male,4
85197,2015,USA,60,Male,2
85198,2015,USA,55,Male,4
85199,2015,USA,17,Male,7
85200,2015,USA,46,Female,4
85201,2015,USA,5,Male,7
85202,2015,USA,34,Male,5
85203,2015,USA,71,Female,3
85204,2015,USA,20,Female,2
85205,2015,USA,25,Male,4
85206,2015,USA,6,Female,3
85207,2015,USA,1,Female,2
85208,2015,USA,1,Male,7
85209,2015,USA,43,Female,3
85210,2015,USA,7,Male,4
85211,2015,USA,42,Male,4
85212,2015,USA,80,Male,4
85213,2015,USA,52,Male,2
85214,2015,USA,26,Male,3
85215,2015,USA,65,Male,7
85216,2015,USA,65,Female,1
85217,2015,USA,31,Male,4
85218,2015,USA,32,Male,3
85219,2015,USA,75,Male,2
85220,2015,USA,47,Male,2
85221,2015,USA,1,Female,3
85222,2015,USA,35,Female,4
85223,2015,USA,11,Female,6
85224,2015,USA,48,Female,2
85225,2015,USA,5,Male,4
85226,2015,USA,1,Male,4
85227,2015,USA,8,Male,5
85228,2015,USA,19,Male,7
85229,2015,USA,29,Female,2
85230,2015,USA,55,Female,1
85231,2015,USA,40,Female,6
85232,2015,USA,66,Female,3
85233,2015,USA,52,Female,2
85234,2015,USA,32,Male,2
85235,2015,USA,4,Male,3
85236,2015,USA,78,Female,2
85237,2015,USA,15,Male,7
85238,2015,USA,80,Male,2
85239,2015,USA,55,Female,2
85240,2015,USA,4,Female,5
85241,2015,USA,52,Female,3
85242,2015,USA,4,Female,5
85243,2015,USA,43,Female,4
85244,2015,USA,43,Female,3
85245,2015,USA,71,Female,1
85246,2015,USA,23,Male,6
85247,2015,USA,5.40E-79,Female,3
85248,2015,USA,16,Female,5
85249,2015,USA,53,Female,2
85250,2015,USA,70,Female,3
85251,2015,USA,8,Male,4
85252,2015,USA,22,Female,2
85253,2015,USA,57,Male,3
85254,2015,USA,17,Female,6
85255,2015,USA,1,Female,3
85256,2015,USA,27,Female,1
85257,2015,USA,59,Male,2
85258,2015,USA,17,Male,4
85259,2015,USA,38,Male,4
85260,2015,USA,18,Male,6
85261,2015,USA,62,Male,2
85262,2015,USA,80,Female,3
85263,2015,USA,46,Male,5
85264,2015,USA,26,Female,1
85265,2015,USA,13,Male,5
85266,2015,USA,70,Male,4
85267,2015,USA,5.40E-79,Female,4
85268,2015,USA,14,Male,3
85269,2015,USA,69,Female,2
85270,2015,USA,52,Male,3
85271,2015,USA,5.40E-79,Female,3
85272,2015,USA,17,Male,5
85273,2015,USA,10,Female,3
85274,2015,USA,72,Female,2
85275,2015,USA,80,Female,2
85276,2015,USA,13,Female,4
85277,2015,USA,5.40E-79,Male,7
85278,2015,USA,78,Male,2
85279,2015,USA,50,Male,4
85280,2015,USA,16,Male,4
85281,2015,USA,35,Male,2
85282,2015,USA,3,Male,6
85283,2015,USA,80,Female,5
85284,2015,USA,20,Female,4
85285,2015,USA,80,Male,1
85286,2015,USA,18,Female,2
85287,2015,USA,69,Male,1
85288,2015,USA,55,Female,3
85289,2015,USA,5.40E-79,Female,5
85290,2015,USA,22,Female,6
85291,2015,USA,48,Male,4
85292,2015,USA,68,Male,2
85293,2015,USA,29,Female,2
85294,2015,USA,65,Female,2
85295,2015,USA,51,Female,7
85296,2015,USA,78,Male,6
85297,2015,USA,19,Female,7
85298,2015,USA,79,Male,2
85299,2015,USA,65,Female,1
85300,2015,USA,12,Male,6
85301,2015,USA,2,Male,4
85302,2015,USA,46,Female,4
85303,2015,USA,45,Female,3
85304,2015,USA,68,Male,2
85305,2015,USA,30,Male,1
85306,2015,USA,13,Female,4
85307,2015,USA,5.40E-79,Female,5
85308,2015,USA,74,Female,2
85309,2015,USA,23,Female,3
85310,2015,USA,72,Female,7
85311,2015,USA,1,Female,7
85312,2015,USA,20,Male,3
85313,2015,USA,15,Male,4
85314,2015,USA,69,Male,3
85315,2015,USA,32,Male,3
85316,2015,USA,45,Male,4
85317,2015,USA,35,Male,7
85318,2015,USA,60,Female,2
85319,2015,USA,42,Female,3
85320,2015,USA,71,Male,2
85321,2015,USA,2,Male,3
85322,2015,USA,63,Female,3
85323,2015,USA,2,Male,6
85324,2015,USA,48,Male,1
85325,2015,USA,59,Female,2
85326,2015,USA,15,Female,5
85327,2015,USA,58,Female,1
85328,2015,USA,3,Male,7
85329,2015,USA,3,Male,3
85330,2015,USA,8,Male,6
85331,2015,USA,14,Female,6
85332,2015,USA,62,Male,3
85333,2015,USA,2,Female,5
85334,2015,USA,49,Male,5
85335,2015,USA,79,Male,2
85336,2015,USA,7,Female,3
85337,2015,USA,43,Female,2
85338,2015,USA,43,Male,3
85339,2015,USA,45,Male,3
85340,2015,USA,5.40E-79,Female,4
85341,2015,USA,37,Female,2
85342,2015,USA,7,Male,5
85343,2015,USA,21,Female,6
85344,2015,USA,5.40E-79,Female,5
85345,2015,USA,75,Female,2
85346,2015,USA,76,Female,1
85347,2015,USA,15,Male,5
85348,2015,USA,59,Male,7
85349,2015,USA,10,Female,4
85350,2015,USA,10,Male,7
85351,2015,USA,51,Female,3
85352,2015,USA,38,Female,3
85353,2015,USA,9,Male,5
85354,2015,USA,45,Female,4
85355,2015,USA,22,Male,4
85356,2015,USA,43,Male,2
85357,2015,USA,60,Male,2
85358,2015,USA,78,Male,4
85359,2015,USA,5.40E-79,Female,6
85360,2015,USA,58,Male,5
85361,2015,USA,43,Female,4
85362,2015,USA,20,Female,3
85363,2015,USA,66,Female,7
85364,2015,USA,10,Female,2
85365,2015,USA,9,Female,6
85366,2015,USA,32,Male,4
85367,2015,USA,49,Female,2
85368,2015,USA,52,Female,3
85369,2015,USA,31,Male,2
85370,2015,USA,62,Female,1
85371,2015,USA,7,Female,3
85372,2015,USA,2,Female,5
85373,2015,USA,1,Male,5
85374,2015,USA,43,Male,5
85375,2015,USA,80,Female,1
85376,2015,USA,21,Female,2
85377,2015,USA,60,Female,5
85378,2015,USA,17,Female,4
85379,2015,USA,80,Female,2
85380,2015,USA,55,Female,4
85381,2015,USA,22,Male,3
85382,2015,USA,18,Female,6
85383,2015,USA,12,Male,5
85384,2015,USA,32,Female,3
85385,2015,USA,10,Female,5
85386,2015,USA,25,Male,3
85387,2015,USA,1,Female,4
85388,2015,USA,18,Male,5
85389,2015,USA,15,Female,7
