t,m,i,F 00-03,F 04-08,F 09-13,F 14-18,F 19-30,F 31-50,F 51+,M 00-03,M 04-08,M 09-13,M 14-18,M 19-30,M 31-50,M 51+,log HSize
2012-13,Western,60027/11,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Western,60027/12,,,,,,,,,,,,1,,,
2012-13,Western,60027/13,1,,,,1,,,1,,,,,1,,1.386294361
2012-13,Western,60027/14,,,,,,,,,,,,,,1,
2012-13,Western,60027/15,,,,,,,,,,,,1,,,
2012-13,Western,60028/01,,,,,,,,,,,,,1,,
2012-13,Western,60028/02,2,3,,2,1,,1,,,,,2,1,,2.48490665
2012-13,Western,60028/03,2,,,,1,,,,,,,,1,,1.386294361
2012-13,Western,60028/04,,,,,3,1,1,,,,1,,,,1.791759469
2012-13,Western,60028/05,,,,,,1,,,1,1,1,,1,,1.609437912
2012-13,Western,60028/06,,,,,,,,,,,,1,,,
2012-13,Western,60028/08,1,,,,,1,,,1,1,2,,1,,1.945910149
2012-13,Western,60028/09,,,,1,,1,1,,1,,,1,1,1,1.945910149
2012-13,Western,60028/10,,,,,,,,,,,,,1,,
2012-13,Western,60028/11,,,1,,1,1,,,,,,2,1,1,1.945910149
2012-13,Western,60028/12,1,,,1,,1,,,1,,,,1,,1.609437912
2012-13,Western,60028/13,1,,,1,,1,,,,,,,,,1.098612289
2012-13,Western,60028/14,,,,,1,,,,,,,1,,,0.6931471806
2012-13,Western,60028/15,1,,,,1,,,1,,,,,,,1.098612289
2012-13,Western,60029/01,,,,,,,,,,,,,1,,
2012-13,Western,60029/02,,,,1,,1,1,,,,,1,,,1.386294361
2012-13,Western,60029/03,,,,,1,,1,,,,,1,,1,1.386294361
2012-13,Western,60029/04,1,,,,,1,,1,1,,,,1,,1.609437912
2012-13,Western,60029/05,,,,,,,1,,,,,,,,
2012-13,Western,60029/06,,,,1,1,,,,,,,,,1,1.098612289
2012-13,Western,60029/07,,1,,,1,1,,,,1,,,,,1.386294361
2012-13,Western,60029/08,,,,2,,1,,,,,,,,1,1.386294361
2012-13,Western,60029/09,,,,,,,,,,,,1,,,
2012-13,Western,60029/10,,,1,,,,1,,,,,2,,1,1.609437912
2012-13,Western,60029/11,,,,,,,,,,,,1,,,
2012-13,Western,60029/12,,,,,,,1,,,1,,1,,,1.098612289
2012-13,Western,60029/13,1,,,,1,,,1,,1,1,,,1,1.791759469
2012-13,Western,60029/14,,,,,,,,,,,,1,,,
2012-13,Western,60029/15,,,,,,,,,,,,,1,,
2012-13,Western,60030/01,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Western,60030/04,,1,,,3,,,1,,1,,3,,,2.197224577
2012-13,Western,60030/05,,,,1,1,,1,,,,1,1,,1,1.791759469
2012-13,Western,60030/06,,,,,,,,,,,,,,1,
2012-13,Western,60030/07,,,,,1,,,,1,,,,1,,1.098612289
2012-13,Western,60030/08,,,,,,,,,,,,1,,,
2012-13,Western,60030/10,,,,,1,,,,,,,,,1,0.6931471806
2012-13,Western,60030/11,,1,,,,,1,,2,1,,,,,1.609437912
2012-13,Western,60030/13,1,,,,,1,,,,,,,1,,1.098612289
2012-13,Western,60030/14,,,,,,1,,,,,,,,,
2012-13,Western,60030/15,,,,,,2,,,,,1,3,,1,1.945910149
2012-13,Western,60031/01,,,1,,,1,1,,,,1,1,,1,1.791759469
2012-13,Western,60031/02,,,1,,,1,,1,,,1,,1,,1.609437912
2012-13,Western,60031/03,,,,,,,,,,,,2,,,0.6931471806
2012-13,Western,60031/04,,1,1,1,,1,1,,,,1,,,,1.791759469
2012-13,Western,60031/05,,,,,,,1,,,,,2,,1,1.386294361
2012-13,Western,60031/07,,,,,,,,,,,,,,1,
2012-13,Western,60031/08,,1,2,,,1,,,,,,,1,,1.609437912
2012-13,Western,60031/10,,,,,,,,,,,,,1,,
2012-13,Western,60031/11,,2,,,1,1,,1,,,,,1,,1.791759469
2012-13,Western,60031/13,,,,,,1,,,,,,,,,
2012-13,Western,60031/14,,1,,,,1,,1,,,,,1,,1.386294361
2012-13,Western,60031/15,,,1,,1,1,,,,,1,1,,1,1.791759469
2012-13,Western,60032/01,,,,,1,,,,,,,,,,
2012-13,Western,60032/02,1,1,,,1,,,,1,,,,,,1.386294361
2012-13,Western,60032/03,,,,,,,,,,,,1,,,
2012-13,Western,60032/04,,,,,,1,,,,,,,,,
2012-13,Western,60032/05,,,,,1,,,,,,,,,,
2012-13,Western,60032/06,,2,,1,,1,,,1,1,,,1,,1.945910149
2012-13,Western,60032/07,,,,,,,,,,,,1,,,
2012-13,Western,60032/08,,,,,2,,1,,,,,1,,1,1.609437912
2012-13,Western,60032/09,,,,,,,,,,,,1,,,
2012-13,Western,60032/10,,,,,,,,,,,,1,,,
2012-13,Western,60032/11,,,,,,,,,,,,,1,,
2012-13,Western,60032/12,,,,,,,,,,,,1,,,
2012-13,Western,60032/13,,,,,,,,,,,,,1,,
2012-13,Western,60032/14,,,,,1,,,,,,,1,,,0.6931471806
2012-13,Western,60032/15,1,1,,,,1,,,,,,,,,1.098612289
2012-13,Western,60033/01,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Western,60033/02,,,1,,,1,,,,,,,1,,1.098612289
2012-13,Western,60033/03,,,,,,,1,,,,,,,,
2012-13,Western,60033/04,,,,,,,,,,,,1,,,
2012-13,Western,60033/05,,,,,,2,,,,1,,,,,1.098612289
2012-13,Western,60033/06,,,,,1,1,,,,1,1,1,,1,1.791759469
2012-13,Western,60033/07,,,,,,1,,,,,,,,,
2012-13,Western,60033/08,,,,,1,,,,,,,,,,
2012-13,Western,60033/09,,,,1,,1,,,,,,1,,1,1.386294361
2012-13,Western,60033/10,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Western,60033/11,,,,,,1,,,,1,,,,1,1.098612289
2012-13,Western,60033/12,,,,,,1,,,,,,,,,
2012-13,Western,60033/13,,,,1,,,1,,,,2,,,1,1.609437912
2012-13,Western,60033/14,,,,,1,,,,,,,,,,
2012-13,Western,60033/15,1,1,,,,1,,,1,1,,,1,,1.791759469
2012-13,Western,60034/01,,2,,1,1,1,1,,,,,1,,,1.945910149
2012-13,Western,60034/02,,,,,,1,,1,,,,,1,,1.098612289
2012-13,Western,60034/03,,,,,,,,,,,,1,,,
2012-13,Western,60034/04,,,,,1,,,,,,,,,,
2012-13,Western,60034/05,,,,,,,1,,,,,,,,
2012-13,Western,60034/06,,,,,,,1,,,,,,,,
2012-13,Western,60034/07,,,1,,,1,,1,1,,,,1,,1.609437912
2012-13,Western,60034/08,,,,,,,,,,,,,1,,
2012-13,Western,60034/09,,1,1,1,,1,,,,,,1,,1,1.791759469
2012-13,Western,60034/10,,,,,2,1,,,1,,,1,,,1.609437912
2012-13,Western,60034/11,,2,1,,,1,,1,,,,,1,,1.791759469
2012-13,Western,60034/12,,,,,1,1,,,1,,,,,,1.098612289
2012-13,Western,60034/13,,,,,1,,,1,,,,,,,0.6931471806
2012-13,Western,60034/14,,,,,,,,,,,,1,,,
2012-13,Western,60034/15,,,,,,,1,,,,,1,,,0.6931471806
2012-13,Western,60035/01,,,,,,,,,,,,,1,,
2012-13,Western,60035/02,,,,,1,,,,,,,,,,
2012-13,Western,60035/03,,,,,,1,,,,,,,,,
2012-13,Western,60035/04,,,1,,1,1,,2,,,,,1,,1.791759469
2012-13,Western,60035/05,,1,,,,1,,1,,1,,,,,1.386294361
2012-13,Western,60035/06,2,,,,1,,,,1,,,,1,,1.609437912
2012-13,Western,60035/07,,,,,,1,,,,,,,,,
2012-13,Western,60035/08,,,,,1,1,,,1,,,,,,1.098612289
2012-13,Western,60035/09,,,,,,,,,,,,1,,,
2012-13,Western,60035/10,,,,,,1,,,1,,,,,,0.6931471806
2012-13,Western,60035/11,,,,,,,,,,,,,1,,
2012-13,Western,60035/12,,,,,,1,,,,,,,,,
2012-13,Western,60035/13,,1,,,,1,,,1,1,,,,,1.386294361
2012-13,Western,60035/14,,,,,,1,,,,,,,1,,0.6931471806
2012-13,Western,60035/15,,,,,1,,,,,,,,1,,0.6931471806
2012-13,Western,60036/01,,1,1,1,,1,,,,,1,,,,1.609437912
2012-13,Western,60036/02,,,2,1,,1,,1,,,1,2,,1,2.197224577
2012-13,Western,60036/03,1,,,,,1,,,,,,1,1,,1.386294361
2012-13,Western,60036/04,,,,,1,,,1,,,,,1,,1.098612289
2012-13,Western,60036/05,,,,,,1,,1,,1,,,1,,1.386294361
2012-13,Western,60036/06,1,,1,,1,1,,1,,,1,,1,,1.945910149
2012-13,Western,60036/07,2,,,1,3,1,,,,,1,,,,2.079441542
2012-13,Western,60036/08,,2,,,1,,,,,,,,,,1.098612289
2012-13,Western,60036/09,,,,,,1,,,1,,,,,,0.6931471806
2012-13,Western,60036/10,,,,,,,1,,,,,,,,
2012-13,Western,60036/11,,,,1,1,1,,,,,,,,1,1.386294361
2012-13,Western,60036/12,,,1,,,1,1,,1,,,,,,1.386294361
2012-13,Western,60036/13,,,,,,1,,,,1,,,,,0.6931471806
2012-13,Western,60036/14,1,,,,1,1,,,1,1,2,1,,1,2.197224577
2012-13,Western,60036/15,,,,1,1,1,,,,,1,,,,1.386294361
2012-13,Western,60037/01,1,,,1,,1,,,2,1,1,,,1,2.079441542
2012-13,Western,60037/02,,,,,1,,1,,,,,1,,1,1.386294361
2012-13,Western,60037/03,2,,,1,,1,,,,,1,,1,,1.791759469
2012-13,Western,60037/04,,,,,,,1,,,,,,,,
2012-13,Western,60037/05,1,,,,,1,,1,,,,,1,,1.386294361
2012-13,Western,60037/06,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Western,60037/07,,,,,1,1,,,,,,,,1,1.098612289
2012-13,Western,60037/08,,,,,1,1,2,,,,,,,,1.386294361
2012-13,Western,60037/09,,,,1,,1,,,,,1,,,,1.098612289
2012-13,Western,60037/10,,,,,1,,,1,,,,,1,,1.098612289
2012-13,Western,60037/11,,,,,,,2,,,1,,,,,1.098612289
2012-13,Western,60037/12,,1,1,,,1,,,,,,,1,,1.386294361
2012-13,Western,60037/13,,,2,,,1,,,2,1,,,1,,1.945910149
2012-13,Western,60037/14,,,,,,,2,,,,,,,,0.6931471806
2012-13,Western,60037/15,,,,1,1,1,,,,,,2,1,,1.791759469
2012-13,Western,60038/01,,,,,1,,,,,,,1,1,,1.098612289
2012-13,Western,60038/02,,,,1,1,,1,,,,,,,,1.098612289
2012-13,Western,60038/03,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Western,60038/04,,,,,,,,,,,,1,,,
2012-13,Western,60038/05,,,1,,1,1,,,,,,,,,1.098612289
2012-13,Western,60038/06,1,,1,,,1,1,,,1,,,,,1.609437912
2012-13,Western,60038/07,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Western,60038/08,,,,,,,,,,,,,,1,
2012-13,Western,60038/09,2,,,1,,1,1,1,2,,,,,,2.079441542
2012-13,Western,60038/10,1,1,,,1,,,1,,,,,1,,1.609437912
2012-13,Western,60038/11,,,,1,2,,1,,,,,,,1,1.609437912
2012-13,Western,60038/12,,,1,2,,,1,,,2,1,,,,1.945910149
2012-13,Western,60038/13,,,,,,,,,,,,,,1,
2012-13,Western,60038/14,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Western,60038/15,,,,,,,,,,,,1,,,
2012-13,Western,60039/01,,,,,,1,,,,,,,,1,0.6931471806
2012-13,Western,60039/02,,,,,,,,,,,,2,,,0.6931471806
2012-13,Western,60039/03,1,,,,,1,,,1,,,,1,,1.386294361
2012-13,Western,60039/04,,,,1,1,,1,,,,,,,,1.098612289
2012-13,Western,60039/05,,,,,1,1,,,,,,,,1,1.098612289
2012-13,Western,60039/06,,,,,,1,,,,,,,1,,0.6931471806
2012-13,Western,60039/07,,,,1,,2,,,,,,,,,1.098612289
2012-13,Western,60039/08,,,2,,,1,,,,,,,1,,1.386294361
2012-13,Western,60039/09,,,,,,,,,,,,1,,1,0.6931471806
2012-13,Western,60039/10,,,,,1,1,,,,,2,,,,1.386294361
2012-13,Western,60039/11,,,,,,1,1,,,,,,1,,1.098612289
2012-13,Western,60039/12,,,,,2,1,,,,,,,,,1.098612289
2012-13,Western,60039/13,1,,,,1,,,,,,,,,,0.6931471806
2012-13,Western,60039/14,,,2,,,1,,1,1,,,,1,,1.791759469
2012-13,Western,60039/15,,,,,1,1,,,,,,1,,,1.098612289
2012-13,Western,60040/01,,,,,1,,,,,,,,,,
2012-13,Western,60040/02,,,,,,,,,,,,,1,,
2012-13,Western,60040/03,,,1,,1,1,,,,1,,,1,,1.609437912
2012-13,Western,60040/04,,,,,,,,,,,,1,,,
2012-13,Western,60040/05,,,1,,1,1,,,,,,,,,1.098612289
2012-13,Western,60040/06,,,,,1,,,1,,,,,1,,1.098612289
2012-13,Western,60040/07,,,,,1,,,,,,,,,1,0.6931471806
2012-13,Western,60040/08,,,,,1,,,1,,,,,1,,1.098612289
2012-13,Western,60040/09,,,,1,,1,,,1,1,1,,1,,1.791759469
2012-13,Western,60040/10,,,,,,,,,,,,1,,,
2012-13,Western,60040/11,,,,,,,,,,,,1,,,
2012-13,Western,60040/12,,,,,,1,,,,,,,1,,0.6931471806
2012-13,Western,60040/13,,1,,,,1,1,,1,1,,,1,,1.791759469
2012-13,Western,60040/15,,,,,,,1,,,,,1,1,1,1.386294361
2012-13,Western,60041/01,,,,1,,,1,,,,,,,1,1.098612289
2012-13,Western,60041/02,,,,,,1,,,,1,,,1,,1.098612289
2012-13,Western,60041/03,,,,1,,,1,,,,,,,1,1.098612289
2012-13,Western,60041/04,,1,,,,1,,,1,1,,,1,,1.609437912
2012-13,Western,60041/05,,,,1,,1,,,1,1,,,1,,1.609437912
2012-13,Western,60041/06,,,,,1,,1,,,,,,,,0.6931471806
2012-13,Western,60041/07,,,,,1,1,,,,,2,,1,,1.609437912
2012-13,Western,60041/09,1,1,,,,1,,1,,1,,,1,,1.791759469
2012-13,Western,60041/10,,,,,,,1,,,,1,1,,1,1.386294361
2012-13,Western,60041/11,1,2,1,1,,1,1,,,,,,,,1.945910149
2012-13,Western,60041/12,,,1,,,1,,,,1,,,,,1.098612289
2012-13,Western,60041/13,,,,,,1,,,,,1,,1,,1.098612289
2012-13,Western,60041/14,,,,1,,1,,,1,,,,1,,1.386294361
2012-13,Western,60042/01,,1,,,,,1,,,,,,,,0.6931471806
2012-13,Western,60042/02,,,2,1,,1,,,2,,1,,1,,2.079441542
2012-13,Western,60042/03,,,,,1,,,1,,,,1,1,,1.386294361
2012-13,Western,60042/05,,,,,2,1,,,,1,1,,1,,1.791759469
2012-13,Western,60042/06,,2,2,,,2,,,,1,,,,,1.945910149
2012-13,Western,60042/07,,,,,,,1,,,,,,,,
2012-13,Western,60042/08,1,2,,1,,1,,,,,,,1,,1.791759469
2012-13,Western,60042/10,,,,,,,,,,,,1,,,
2012-13,Western,60042/11,1,1,,,1,,1,,,,,,,,1.386294361
2012-13,Western,60042/13,,,,,,,1,,,,,1,,1,1.098612289
2012-13,Western,60042/14,,,,,,,,,,,,1,,1,0.6931471806
2012-13,Western,60042/15,,,,,,1,,,,,,,,,
2012-13,Western,60043/01,,,,,,,,,,,,1,,,
2012-13,Western,60043/02,,1,,,,,1,,,,,,,,0.6931471806
2012-13,Western,60043/03,,,,,,,,,,,,,1,,
2012-13,Western,60043/04,,,,,,,1,,,,,,,,
2012-13,Western,60043/05,,2,,,1,,,1,,,,,1,,1.609437912
2012-13,Western,60043/06,,1,,,,1,,,,,,,,,0.6931471806
2012-13,Western,60043/07,,,,,1,,,1,,,,,1,,1.098612289
2012-13,Western,60043/08,,1,1,,,,1,1,1,2,,,,1,2.079441542
2012-13,Western,60043/09,,,1,,1,1,,,,,2,,,1,1.791759469
2012-13,Western,60043/10,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Western,60043/11,,,1,1,1,,,,,,,1,1,,1.609437912
2012-13,Western,60043/12,1,,,,,1,,,,,,,,,0.6931471806
2012-13,Western,60043/13,,,,,,,1,,,1,,1,1,,1.386294361
2012-13,Western,60043/14,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Western,60043/15,,1,,1,1,1,,,,1,,,1,,1.791759469
2012-13,Western,60044/01,,1,,1,,,1,,1,,1,,,1,1.791759469
2012-13,Western,60044/02,,,,,,1,,2,,,,,1,,1.386294361
2012-13,Western,60044/03,,,,1,1,,1,1,,,,,,,1.386294361
2012-13,Western,60044/04,,1,,,,1,,,1,,,,,,1.098612289
2012-13,Western,60044/05,1,1,,1,3,1,1,,1,,,,,,2.197224577
2012-13,Western,60044/06,,,,,,,,,,,,1,,,
2012-13,Western,60044/07,,,,1,1,,1,,,,,,,1,1.386294361
2012-13,Western,60044/08,,,,1,,1,,,,,1,,,1,1.386294361
2012-13,Western,60044/09,,,,1,,1,1,,2,1,,,,,1.791759469
2012-13,Western,60044/10,,,,,,1,,,,,,,1,,0.6931471806
2012-13,Western,60044/11,,1,,2,,,1,,,,,,,,1.386294361
2012-13,Western,60044/12,1,1,,2,,1,,,,,,2,1,,2.079441542
2012-13,Western,60044/13,,1,,,1,,,1,,,,,1,,1.386294361
2012-13,Western,60044/14,,,1,,,,1,,,,2,1,,1,1.791759469
2012-13,Western,60044/15,1,,1,,,1,1,,,,,,,1,1.609437912
2012-13,Western,60045/01,1,3,,,,1,,,,,1,,1,,1.945910149
2012-13,Western,60045/02,,,,1,,,,,,,1,1,,1,1.386294361
2012-13,Western,60045/03,,,,,,,,,,,,1,,,
2012-13,Western,60045/05,,1,2,,,1,,1,,,,,,,1.609437912
2012-13,Western,60045/06,,,,,,,,,1,,,,,1,0.6931471806
2012-13,Western,60045/07,,,,1,,,,,,,,1,1,,1.098612289
2012-13,Western,60045/08,,,,,1,,1,,,,,,1,,1.098612289
2012-13,Western,60045/10,,,,1,,1,,,,1,,,1,,1.386294361
2012-13,Western,60045/11,,,1,2,,1,,,,,,1,1,,1.791759469
2012-13,Western,60045/12,,,,,,,1,,,,,2,,,1.098612289
2012-13,Western,60045/13,,,,,,,,,,,,,1,,
2012-13,Western,60045/14,1,,1,,,1,,,1,,,,1,,1.609437912
2012-13,Western,60045/15,,1,,,,1,,,,,,1,,,1.098612289
2012-13,Western,60046/01,,1,1,,1,,,1,,,,,1,,1.609437912
2012-13,Western,60046/02,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Western,60046/03,1,,,1,1,1,,,,,,,,,1.386294361
2012-13,Western,60046/04,1,,,1,1,1,,1,,2,1,,1,,2.197224577
2012-13,Western,60046/05,,,,,1,,,2,1,,,1,,,1.609437912
2012-13,Western,60046/06,,,,,,1,,,,2,,,,,1.098612289
2012-13,Western,60046/07,1,,,,,1,,,1,2,1,,1,,1.945910149
2012-13,Western,60046/08,1,1,,,1,,,1,,,,,1,,1.609437912
2012-13,Western,60046/09,,,1,1,1,1,,,1,,,1,,,1.791759469
2012-13,Western,60046/10,1,2,1,,,1,,,,,,,,,1.609437912
2012-13,Western,60046/11,,1,,2,,1,,,,1,1,1,1,,2.079441542
2012-13,Western,60046/12,,2,,,1,,,1,1,,,1,,,1.791759469
2012-13,Western,60046/13,,,,,1,,,,,1,,,1,,1.098612289
2012-13,Western,60046/14,,,,2,,,1,,,,,,,,1.098612289
2012-13,Western,60046/15,,,,,,,,,,,,,1,,
2012-13,Western,60047/01,,1,,,,1,,,,1,1,,,,1.386294361
2012-13,Western,60047/02,,,,2,,1,,,1,,,,1,,1.609437912
2012-13,Western,60047/03,,,,,,,,,,,,,,1,
2012-13,Western,60047/04,,,1,,,,1,,,,,,,,0.6931471806
2012-13,Western,60047/05,,,,,1,,,,2,1,,,,,1.386294361
2012-13,Western,60047/06,,,,,,,1,,,,,,,,
2012-13,Western,60047/07,,,1,,,1,,,,1,1,,,,1.386294361
2012-13,Western,60047/08,,,,,1,,,,,,,,,,
2012-13,Western,60047/09,,,,,,,1,,,1,,,,,0.6931471806
2012-13,Western,60047/10,,,1,,,1,1,,,,2,2,,1,2.079441542
2012-13,Western,60047/11,1,,,1,,1,,,1,2,,,1,,1.945910149
2012-13,Western,60047/12,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Western,60047/13,,,,,1,,2,,,,,,,,1.098612289
2012-13,Western,60047/14,,,,,,,1,,,,,,,,
2012-13,Western,60047/15,,1,,1,1,,1,,,1,,,,,1.609437912
2012-13,Western,60048/01,,,,,,,,,,,,1,,,
2012-13,Western,60048/02,,,,,1,,1,,,,1,1,,,1.386294361
2012-13,Western,60048/03,,,,,,,1,,,,,2,,,1.098612289
2012-13,Western,60048/04,,,,,,,1,,,,1,2,,,1.386294361
2012-13,Western,60048/05,,,,,,,1,,,,,,,,
2012-13,Western,60048/06,1,,,,,1,,,,,,,,,0.6931471806
2012-13,Western,60048/07,1,,2,,,1,,,1,,2,,1,,2.079441542
2012-13,Western,60048/08,,,,,,,,,,,,1,,,
2012-13,Western,60048/09,,,,,,,,,,,,,1,,
2012-13,Western,60048/10,,,,,,,,,,,,,1,,
2012-13,Western,60048/11,,1,1,,,1,1,1,,1,1,,1,,2.079441542
2012-13,Western,60048/12,1,,,,,1,,,,2,,,1,,1.609437912
2012-13,Western,60048/13,,2,1,1,,,1,,,1,,,,1,1.945910149
2012-13,Western,60048/14,,,,,1,,,,,,,,1,,0.6931471806
2012-13,Western,60048/15,1,,,1,,1,,,1,,,,1,,1.609437912
2012-13,Western,60049/01,1,,2,,,1,,,1,,,,1,,1.791759469
2012-13,Western,60049/02,,1,,,,1,,1,,1,,,,,1.386294361
2012-13,Western,60049/03,1,,,,1,1,,2,2,,1,1,,1,2.302585093
2012-13,Western,60049/04,1,,,,1,1,,1,,2,,,1,,1.945910149
2012-13,Western,60049/05,,,,,,1,,,1,,1,,,1,1.386294361
2012-13,Western,60049/06,,,,,,,,,,,,1,,,
2012-13,Western,60049/07,,,,1,,1,1,,,2,,,,1,1.791759469
2012-13,Western,60049/08,,,,,,1,,1,,,,,,,0.6931471806
2012-13,Western,60049/09,,1,,,1,,,,,,,,,,0.6931471806
2012-13,Western,60049/11,,,,,,,,,,,,,1,,
2012-13,Western,60049/12,,,,1,,1,,,,,,,1,,1.098612289
2012-13,Western,60049/13,1,,,,1,,1,,1,,,,,,1.386294361
2012-13,Western,60049/14,,,,1,,1,,,1,1,,,1,,1.609437912
2012-13,Western,60049/15,,,,,,,,,,,,,1,,
2012-13,Western,60050/01,,,,,1,,,2,1,,,1,,,1.609437912
2012-13,Western,60050/02,,,,,1,1,,,,,,,,,0.6931471806
2012-13,Western,60050/03,,,,,,,,,,,,,1,,
2012-13,Western,60050/04,,,,,,,,,,,,1,,,
2012-13,Western,60050/05,,,,1,1,1,,,,,1,,,,1.386294361
2012-13,Western,60050/06,,1,,,1,,,1,,,,,,,1.098612289
2012-13,Western,60050/07,,1,,,,1,,,,2,1,,,,1.609437912
2012-13,Western,60050/08,,,,,,,,,,,,1,1,,0.6931471806
2012-13,Western,60050/09,,1,,,1,,1,,,,,1,,,1.386294361
2012-13,Western,60050/10,,1,,,,1,,,,1,,1,,,1.386294361
2012-13,Western,60050/12,,,1,1,1,1,,,,,,,,,1.386294361
2012-13,Western,60050/13,2,,,1,4,1,,,,,2,,,,2.302585093
2012-13,Western,60050/14,,,,,,,,,,,,1,,,
2012-13,Western,60050/15,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Western,60051/01,,,1,,2,1,,,,,1,,1,,1.791759469
2012-13,Western,60051/02,,,,,1,,,1,,,,,1,,1.098612289
2012-13,Western,60051/03,1,1,,,1,,,,,,,,1,,1.386294361
2012-13,Western,60051/04,1,1,1,,,1,,,,2,1,,,,1.945910149
2012-13,Western,60051/05,,,,,,1,,,,,,,1,,0.6931471806
2012-13,Western,60051/06,1,,1,1,2,,1,,,,,1,,,1.945910149
2012-13,Western,60051/07,,,,2,1,,,2,2,,,,,1,2.079441542
2012-13,Western,60051/08,1,2,1,1,,1,,2,2,1,1,1,,1,2.63905733
2012-13,Western,60051/09,,1,,1,,1,,1,,1,,,1,,1.791759469
2012-13,Western,60051/10,2,2,,,,1,,,,2,1,,1,,2.197224577
2012-13,Western,60051/11,,,,,,1,,,,,1,,1,,1.098612289
2012-13,Western,60051/12,,,,1,1,1,,,2,1,1,,,,1.945910149
2012-13,Western,60051/13,,,1,1,,1,,,1,,,,1,,1.609437912
2012-13,Western,60051/14,1,,,1,2,1,,,,,,1,,1,1.945910149
2012-13,Western,60051/15,,1,,,1,1,,,,,1,,,1,1.609437912
2012-13,Western,60052/01,1,1,1,,,1,,,,,,,,1,1.609437912
2012-13,Western,60052/02,1,,,,1,,1,,,,,,,1,1.386294361
2012-13,Western,60052/03,2,,1,,1,,,,1,,,,1,1,1.945910149
2012-13,Western,60052/04,2,1,,1,1,1,,,,,2,,1,,2.197224577
2012-13,Western,60052/05,,2,,,,1,,,1,,2,,,1,1.945910149
2012-13,Western,60052/06,,,,,1,,,1,,,,,1,,1.098612289
2012-13,Western,60052/07,1,,,,,1,,2,1,,,,1,,1.791759469
2012-13,Western,60052/08,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Western,60052/09,,,,,,,1,,,,,,1,1,1.098612289
2012-13,Western,60052/10,,,1,1,,1,,,1,,1,2,,1,2.079441542
2012-13,Western,60052/11,,1,,1,,1,,,1,1,1,,1,,1.945910149
2012-13,Western,60052/12,1,,,,,1,,,2,1,,,1,,1.791759469
2012-13,Western,60052/13,,,,,,,,,,,1,1,,1,1.098612289
2012-13,Western,60052/14,,,2,,2,2,,2,1,,2,,1,1,2.564949357
2012-13,Western,60052/15,1,,,,1,,1,,1,1,1,,,1,1.945910149
2012-13,Western,60053/01,,,,,,,1,,,,,,,,
2012-13,Western,60053/02,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Western,60053/03,,2,1,,,1,,,,,,,,1,1.609437912
2012-13,Western,60053/04,1,1,,,1,,,,1,,,1,,,1.609437912
2012-13,Western,60053/05,,,,,,1,,,,,3,1,,,1.609437912
2012-13,Western,60053/06,1,,,,1,,,1,,,,,1,,1.386294361
2012-13,Western,60053/07,,1,1,,,1,,,1,,,1,1,,1.791759469
2012-13,Western,60053/08,1,,,,,1,,,,,,,1,,1.098612289
2012-13,Western,60053/09,,,1,,,1,,,,2,,1,1,,1.791759469
2012-13,Western,60053/10,,2,2,,,1,,1,2,,,,1,,2.197224577
2012-13,Western,60053/11,,,,1,,1,,,,,1,1,1,,1.609437912
2012-13,Western,60053/12,,,,,,1,,,1,,,,,1,1.098612289
2012-13,Western,60053/13,1,,,,1,,,1,1,,,,1,,1.609437912
2012-13,Western,60053/14,,,,2,1,1,,,2,,,,,1,1.945910149
2012-13,Western,60053/15,,,,,,,1,,,,,,1,,0.6931471806
2012-13,Western,60054/02,2,2,,,1,1,,1,,,,,1,,2.079441542
2012-13,Western,60054/03,,,,,,,,,,,,1,,,
2012-13,Western,60054/04,1,,,,1,,,2,2,,,,,,1.791759469
2012-13,Western,60054/06,,,,,,,,,,,,1,,,
2012-13,Western,60054/08,,1,1,1,,1,,1,,,,1,,1,1.945910149
2012-13,Western,60054/10,,,1,,1,,1,1,,,,,,,1.386294361
2012-13,Western,60054/11,,1,,,,1,,,1,1,,,1,,1.609437912
2012-13,Western,60054/12,,,,,1,,,,,,,,1,,0.6931471806
2012-13,Western,60054/13,,,,,,,1,,,,,,,,
2012-13,Western,60054/14,,,,1,,,1,,,,,,,,0.6931471806
2012-13,Western,60055/01,,,1,,,,1,,1,,2,1,,1,1.945910149
2012-13,Western,60055/02,,,,,,,1,,,,1,,,1,1.098612289
2012-13,Western,60055/03,1,1,1,,1,,,,,,,,1,,1.609437912
2012-13,Western,60055/04,1,,,,1,,,1,,,,1,,,1.386294361
2012-13,Western,60055/05,,,1,,,1,,,,,,,1,,1.098612289
2012-13,Western,60055/06,,1,,,,1,1,,,,,,,,1.098612289
