t,m,j,u,Price
2016-17,Central,Pepper (fresh),Other unit,0.75
2016-17,Central,Pepper (fresh),Piece,0.6026145125
2016-17,Central,Pepper (fresh),Satchet,0.3
2016-17,Central,Pepper (fresh),Single,1.11
2016-17,Central,Pepper (fresh),Tin,0.5380291005
2016-17,Central,Pepper (powder),American Tin (Olonka),7
2016-17,Central,Pepper (powder),Balls,0.3333333333
2016-17,Central,Pepper (powder),Bar,0.2
2016-17,Central,Pepper (powder),Bowl,2.5
2016-17,Central,Pepper (powder),Bunch,0.5
2016-17,Central,Pepper (powder),Bundle,0.4403508772
2016-17,Central,Pepper (powder),Gram,0.09600449154
2016-17,Central,Pepper (powder),Heap,0.6622229819
2016-17,Central,Pepper (powder),Kilogram,0.004
2016-17,Central,Pepper (powder),Margarin tin,4.375
2016-17,Central,Pepper (powder),Other unit,0.4665716773
2016-17,Central,Pepper (powder),Packet,0.75
2016-17,Central,Pepper (powder),Piece,0.5889164742
2016-17,Central,Pepper (powder),Satchet,0.6703174603
2016-17,Central,Pepper (powder),Single,0.4611111111
2016-17,Central,Pepper (powder),Tin,0.773908046
2016-17,Central,Pineapple,Basket,15
2016-17,Central,Pineapple,Heap,1.194444444
2016-17,Central,Pineapple,Piece,1.392857143
2016-17,Central,Pineapple,Single,2.316076389
2016-17,Central,Plantain,Bucket,15
2016-17,Central,Plantain,Bunch,9.952730766
2016-17,Central,Plantain,Bundle,10.5
2016-17,Central,Plantain,Fanta bottle,0.4777777778
2016-17,Central,Plantain,Fingers,0.9133396104
2016-17,Central,Plantain,Gram,0.5
2016-17,Central,Plantain,Heap,3.215145752
2016-17,Central,Plantain,Piece,0.7133333333
2016-17,Central,Plantain,Single,2.474850434
2016-17,Central,Plantain,Stick,10.92857143
2016-17,Central,Plantain,Tubers,2.013888889
2016-17,Central,Pork,Heap,6.25
2016-17,Central,Pork,Kilogram,10
2016-17,Central,Pork,Piece,1.305555556
2016-17,Central,Pork,Pound,8.037037037
2016-17,Central,Pork,Single,6.25
2016-17,Central,Pork (feet),Heap,2
2016-17,Central,Pork (feet),Piece,0.8333333333
2016-17,Central,Pork (feet),Pound,6
2016-17,Central,Pork (feet),Single,4.466666667
2016-17,Central,Pork (fillet),Piece,1
2016-17,Central,Potato,Bowl,3
2016-17,Central,Potato,Heap,3.60485348
2016-17,Central,Potato,Piece,0.25
2016-17,Central,Potato,Single,0.6458333333
2016-17,Central,Rice (imported),American Tin (Olonka),9
2016-17,Central,Rice (imported),Kilogram,6.509578674
2016-17,Central,Rice (imported),Margarin tin,4.268770304
2016-17,Central,Rice (imported),Mini bag,43.5
2016-17,Central,Rice (imported),Satchet,25
2016-17,Central,Rice (local),American Tin (Olonka),13
2016-17,Central,Rice (local),Bowl,6.95
2016-17,Central,Rice (local),Margarin tin,2.387117871
2016-17,Central,Salmon (smoked),Fingers,2.982780311
2016-17,Central,Salmon (smoked),Gram,0.01
2016-17,Central,Salmon (smoked),Heap,6.21665208
2016-17,Central,Salmon (smoked),Kilogram,8.002631579
2016-17,Central,Salmon (smoked),Millilitre,2.666666667
2016-17,Central,Salmon (smoked),Piece,2.948427655
2016-17,Central,Salmon (smoked),Pound,8
2016-17,Central,Salmon (smoked),Satchet,1
2016-17,Central,Salmon (smoked),Single,2.881755664
2016-17,Central,Salt,1000 kg /metric tonnes/tonnes,1
2016-17,Central,Salt,American Tin (Olonka),4.478571429
2016-17,Central,Salt,Balls,0.5
2016-17,Central,Salt,Bowl,2.75
2016-17,Central,Salt,Bunch,0.5
2016-17,Central,Salt,Bundle,0.5833333333
2016-17,Central,Salt,Gram,0.009654507976
2016-17,Central,Salt,Heap,0.7726987057
2016-17,Central,Salt,Litres,4
2016-17,Central,Salt,Margarin tin,1.266666667
2016-17,Central,Salt,Minutes,5
2016-17,Central,Salt,Other unit,0.733994709
2016-17,Central,Salt,Packet,1
2016-17,Central,Salt,Piece,0.6086462451
2016-17,Central,Salt,Pound,1
2016-17,Central,Salt,Satchet,0.9723262888
2016-17,Central,Salt,Single,0.9212418301
2016-17,Central,Salt,Tin,1.661944444
2016-17,Central,Salt,Tot (25mls),0.01
2016-17,Central,Sausage (beef),Packet,5.75
2016-17,Central,Sausage (beef),Piece,1
2016-17,Central,Sausage (beef),Pound,12
2016-17,Central,Sausage (chicken),Packet,120
